author,title,description,url,urlToImage,publishedAt,content,source.id,source.name
Donny Adhiyasa,"Nama Anaknya Sama dengan Hacker Bjorka, Ini Reaksi Ringgo Agus Rahman",Ringgo Agus Rahman berkelakar jika sang anak secara tiba-tiba menawarkan data-data kepada dirinya dan juga meminta untuk mempelajari koding lebih dalam.,https://www.viva.co.id/showbiz/gosip/1519977-nama-anaknya-sama-dengan-hacker-bjorka-ini-reaksi-ringgo-agus-rahman,https://thumb.viva.co.id/media/frontend/thumbs3/2022/05/11/627b44c13100a-ringgo-agus-bersama-sabai-morscheck-dan-kedua-anaknya_665_374.jpeg,2022-09-12T08:46:36Z,"VIVA Showbiz Belum lama ini, jagat jejaring media sosial sontak dihebohkan dengan aksi seorang hacker yang mengungkap dugaan data dari sejumlah instasi pemerintahan Indonesia. Hacker berlabel Hacker … [+1274 chars]",NA,Viva.co.id
Nuvola Gloria,"Geger Bjorka, Ringgo Agus Rahman Ketar-ketir: Jangan Aneh-aneh Nak","Ringgo Agus Rahman memiliki seorang putra bernama Bjorka, yang sama dengan sebutan hacker BJorka yang tengah ramai dibahas saat ini di media sosial.",https://www.viva.co.id/showbiz/gosip/1519938-bjorka-bikin-geger-rumah-ringgo-agus-rahman-dibanjiri-tukang-nasgor,https://thumb.viva.co.id/media/frontend/thumbs3/2022/05/11/627b44c13100a-ringgo-agus-bersama-sabai-morscheck-dan-kedua-anaknya_665_374.jpeg,2022-09-12T08:02:28Z,"VIVA Showbiz  Hacker Bjorka bikin geger negara dan media sosial. Bagaimana tidak, hacker satu ini membocorkan berbagai data termasuk orang nomor satu di Indonesia Joko Widodo hingga pejabat lainnya s… [+1480 chars]",NA,Viva.co.id
Misrohatun Hasanah,"Turuti Denny Siregar, Bjorka Beberkan Data Pribadi Anies Baswedan","Hacker Bjorka pekan kemarin menyindir pegiat media sosial Denny Siregar yang kemudian menjadi trending topic di Twitter. Kini, Gubernur DKI Jakarta Anies Baswedan.",https://www.viva.co.id/digital/digilife/1519894-turuti-denny-siregar-bjorka-beberkan-data-pribadi-anies-baswedan,https://thumb.viva.co.id/media/frontend/thumbs3/2021/05/28/60b07ac4eff02-hacker_665_374.jpg,2022-09-12T07:32:02Z,VIVA Tekno  Hacker Bjorka pekan kemarin menyindir pegiat media sosial Denny Soregar yang kemudian menjadi trending topic di Twitter. Bjorka menyebut Denny hidup menggunakan uang pajak dari rakyat Ind… [+983 chars],NA,Viva.co.id
hokiluckycharm,bocoran-slot-gacor-dari-hacker-slot-62-terbaru,Bagi kalian yang sedang penasaran dengan slot dari hacker terkenal bjorka selalu berusaha untuk mencari keuntungan dari mencari daftar 12 Agen Slot Hacker Online Terbaik dan Terpercaya Resmi dan Legal Terbaru 2022-2023 anda dapat bermain di situs SUHUBET khus…,https://atom.io/packages/bocoran-slot-gacor-dari-hacker-slot-62-terbaru,http://og.github.com/atom-mark/atom-mark@1200x630.png,2022-09-12T07:03:55Z,"Bocoran Slot Gacor Terbaru dari Hacker Slot Bjorka Terkenal 2022
Bagi kalian yang sedang penasaran dengan slot dari hacker terkenal bjorka selalu berusaha untuk mencari keuntungan dari mencari dafta… [+14217 chars]",NA,Atom.io
Misrohatun Hasanah,"HP Johnny G Plate Pakai Kode Nomor AS, Bjorka: Tak Aman Lagi Ya?",Menteri Komunikasi dan Informatika (Menkominfo) Johnny G Plate kembali mengalami doxing dari hacker Bjorka. Kali ini berkaitan dengan nomor HP.,https://www.viva.co.id/digital/digilife/1519868-hp-johnny-g-plate-pakai-kode-nomor-as-bjorka-tak-aman-lagi-ya,https://thumb.viva.co.id/media/frontend/thumbs3/2022/07/21/62d8fac2441ba-menkominfo-johnny-g-plate_665_374.JPG,2022-09-12T06:32:03Z,"VIVA Tekno  Menteri Komunikasi dan Informatika (Menkominfo) Johnny G Plate kembali mengalami doxing atau pembukaan data pribadi dari hacker Bjorka. Kali ini berkaitan dengan nomor HP atau ponsel.
""W… [+837 chars]",NA,Viva.co.id
Misrohatun Hasanah,"Hacker Bjorka untuk Mengalihkan Isu Kasus Ferdy Sambo, Benarkah?","Hacker Bjorka menjadi perhatian publik Tanah Air beberapa hari ini. Kini, ia mengaku tak kenal Ferdy Sambo, tapi akan mendesak Kapolri. Untuk apa?",https://www.viva.co.id/digital/digilife/1519839-hacker-bjorka-untuk-mengalihkan-isu-kasus-ferdy-sambo-benarkah,https://thumb.viva.co.id/media/frontend/thumbs3/2022/08/31/630e438d423bb-tersangka-ferdy-sambo-bersama-istrinya-tersangka-putri-candrawathi_665_374.jpg,2022-09-12T06:02:01Z,"VIVA Tekno  Hacker Bjorka menjadi perhatian publik Tanah Air beberapa hari ini. Selain mengobok-obok data pribadi masyarakat Indonesia, ia juga melakukan doxing terhadap beberapa pejabat negara.
Bjo… [+744 chars]",NA,Viva.co.id
Misrohatun Hasanah,Telegram Hacker Bjorka Sempat Hilang,"Selain media sosial Twitter yang menangguhkan Bjorka, aplikasi perpesanan instan Telegram juga menurunkan saluran Bjorkanism.",https://www.viva.co.id/digital/digilife/1519818-telegram-hacker-bjorka-sempat-hilang,https://thumb.viva.co.id/media/frontend/thumbs3/2021/05/28/60b07b2c3f743-hacker_665_374.jpg,2022-09-12T05:02:02Z,"VIVA Tekno  Selain media sosial Twitter yang menangguhkan hacker Bjorka, aplikasi perpesanan instan Telegram juga menurunkan saluran Bjorkanism. Peretas itu mengatakan pemerintah baru saja menutup sa… [+1032 chars]",NA,Viva.co.id
Muhammad Naufal,Hacker Bjorka Diganderungi Netizen di Twitter,"Kendati akun Twitter miliknya telah ditangguhkan, tetapi nama hacker Bjorka masih bertengger sebagai trending topic di Twitter.",https://www.viva.co.id/digital/digilife/1519754-hacker-bjorka-diganderungi-netizen-di-twitter,https://thumb.viva.co.id/media/frontend/thumbs3/2022/09/11/631d4d249efba-hacker-bjorka_665_374.jpeg,2022-09-12T04:52:02Z,"VIVA Tekno  Kendati akun Twitter miliknya telah ditangguhkan, tetapi nama hackerBjorka masih bertengger sebagai trending di Twitter.
Sejauh pantauan VIVA Tekno pada Senin, 12 September 2022, nama Bj… [+775 chars]",NA,Viva.co.id
Agus Setiawan,"Akun Twitter Ditangguhkan, Hacker Bjorka Akan Serang Pertamina","Hacker Bjorka tengah jadi pusat perhatian lantaran aksi dirinya yang membocorkan data-data penting. Teranyar, Bjorka berjanji akan membobol data Pertamina.",https://www.viva.co.id/berita/nasional/1519787-akun-twitter-ditangguhkan-hacker-bjorka-akan-serang-pertamina,https://thumb.viva.co.id/media/frontend/thumbs3/2022/09/11/631d8f56f2c8b-akun-twitter-hacker-bjorka_665_374.jpeg,2022-09-12T04:38:46Z,VIVA Nasional  HackerBjorka tengah jadi pusat perhatian lantaran aksi dirinya yang membocorkan data-data penting. Bjorka diduga membocorkan data milik pejabat-pejabat Indonesia seperti Johnny G Plate… [+723 chars],NA,Viva.co.id
Muhammad Naufal,Hacker Bjorka Sebar Data Pribadi yang Diduga Milik Luhut,"Data pribadi Menteri Koordinator Bidang Kemaritiman dan Investasi, Luhut Binsar Pandjaitan diduga berhasil dibocorkan hacker Bjorka.",https://www.viva.co.id/digital/digilife/1519763-hacker-bjorka-sebar-data-pribadi-yang-diduga-milik-luhut,https://thumb.viva.co.id/media/frontend/thumbs3/2022/09/11/631d8f56f2c8b-akun-twitter-hacker-bjorka_665_374.jpeg,2022-09-12T04:30:03Z,"VIVA Tekno  Setelah akunnya sempat ditangguhkan Twitter, kini, hacker Bjorka kembali beraksi. Data pribadi Menteri Koordinator Bidang Kemaritiman dan Investasi (Menko Marves), Luhut Binsar Pandjaitan… [+1237 chars]",NA,Viva.co.id
Deddy Setiawan,3 Fakta Hacker Bjorka Sindir Denny Siregar soal Pakai Uang Rakyat,Peretas atau yang dikenal dengan Hacker Bjorka menjadi sorotan publik di Indonesia karena sudah membocorkan berbagai data termasuk nomor satu di Indonesia,https://www.viva.co.id/berita/nasional/1519820-3-fakta-hacker-bjorka-sindir-denny-siregar-soal-pakai-uang-rakyat,https://thumb.viva.co.id/media/frontend/thumbs3/2022/09/11/631dc07bacdef-hacker-bjorka-sindir-denny-siregar_665_374.jpg,2022-09-12T04:29:04Z,VIVANasional  Peretas atau yang dikenal dengan Hacker Bjorka menjadi sorotan publik di Indonesia karena sudah membocorkan berbagai data termasuk nomor satu di Indonesia Joko Widodo hingga pejabat lai… [+885 chars],NA,Viva.co.id
Agus Setiawan,"Denny Siregar Tantang Bjorka Bocorkan Data Anies, Netizen: Panik Tuan?",Nama Bjorka yang disebut sebagai hacker ini sedang hangat diperbincangkan di media sosial twitter. Denny Siregar tantang Bjorka bocorkan data Anies Baswedan.,https://www.viva.co.id/berita/nasional/1519766-denny-siregar-tantang-bjorka-bocorkan-data-anies-netizen-panik-tuan,https://thumb.viva.co.id/media/frontend/thumbs3/2022/09/11/631d4d249efba-hacker-bjorka_665_374.jpeg,2022-09-12T02:58:01Z,"VIVA Nasional  Nama Bjorka yang disebut sebagai hacker atau peretas ini sedang hangat diperbincangkan di media sosial twitter. Rupanya Bjorka juga menyeret nama Denny Siregar.
Dalam akun Twitter @bj… [+584 chars]",NA,Viva.co.id
Mohammad Arief Hidayat,Partai Berkarya Pertanyakan Hacker Bjorka Buka Data Muchdi Pr,Partai Berkarya menanggapi pernyataan peretas Bjorka yang kembali menyebutkan nama Muchdi Pr sebagai pembunuh aktivis HAM Munir Said Thalib.,https://www.viva.co.id/berita/politik/1519756-partai-berkarya-pertanyakan-hacker-bjorka-buka-data-muchdi-pr,https://thumb.viva.co.id/media/frontend/thumbs3/2022/09/11/631d4d249efba-hacker-bjorka_665_374.jpeg,2022-09-12T01:49:23Z,VIVA Politik  Sekretaris Jenderal Partai Berkarya Badarudin Andi Picunang menanggapi pernyataan peretas Bjorka yang kembali menyebutkan nama Muchdi Purwopranjono alias Muchdi Pr yang kini menjabat se… [+1475 chars],NA,Viva.co.id
Hardani Triyoga,"Dituding Bjorka Hidup dari Duit Pajak, Begini Respons Denny Siregar",Akun Bjorka yang disebut hacker jadi sorotan karena juga menyenggol pegiat media sosial Denny Siregar.,https://www.viva.co.id/berita/politik/1519725-dituding-bjorka-hidup-dari-duit-pajak-begini-respons-denny-siregar,https://thumb.viva.co.id/media/frontend/thumbs3/2022/09/11/631dc07bacdef-hacker-bjorka-sindir-denny-siregar_665_374.jpg,2022-09-11T21:20:28Z,"VIVA Politik - Nama pegiat media sosial Denny Siregar trending di jagad Twitter. Pemicunya Denny disenggol akun Bjorka yang disebut sebagai hacker atau peretas.
Melalui akun Twitter @bjorkanism, Bjo… [+943 chars]",NA,Viva.co.id
Ezra Sihite,"Hacker Bjorka Sapa Puan Maharani dan Erick Thohir, Ini Katanya","Selain Erick Thohir, Bjorka juga mencuitkan sapaan kepada Puan Maharani seorang politikus Partai Demokrasi Indonesia Perjuangan (PDIP) yang kini menjabat Ketua DPR.",https://www.viva.co.id/berita/nasional/1519659-hacker-bjorka-sapa-puan-maharani-dan-erick-thohir-ini-katanya,https://thumb.viva.co.id/media/frontend/thumbs3/2022/07/14/62d0306ae756f-ketua-dpr-puan-maharani-dan-erick-thohir_665_374.jpg,2022-09-11T11:23:07Z,VIVA  Hacker Bjorka menjadi sorotan publik di Indonesia lantaran membocorkan berbagai data termasuk orang nomor satu di Indonesia Presiden Joko Widodo (Jokowi) hingga pejabat lainnya seperti Menteri … [+850 chars],NA,Viva.co.id
