user_id,status_id,created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,quote_count,reply_count,hashtags,symbols,urls_url,urls_t.co,urls_expanded_url,media_url,media_t.co,media_expanded_url,media_type,ext_media_url,ext_media_t.co,ext_media_expanded_url,ext_media_type,mentions_user_id,mentions_screen_name,lang,quoted_status_id,quoted_text,quoted_created_at,quoted_source,quoted_favorite_count,quoted_retweet_count,quoted_user_id,quoted_screen_name,quoted_name,quoted_followers_count,quoted_friends_count,quoted_statuses_count,quoted_location,quoted_description,quoted_verified,retweet_status_id,retweet_text,retweet_created_at,retweet_source,retweet_favorite_count,retweet_retweet_count,retweet_user_id,retweet_screen_name,retweet_name,retweet_followers_count,retweet_friends_count,retweet_statuses_count,retweet_location,retweet_description,retweet_verified,place_url,place_name,place_full_name,place_type,country,country_code,geo_coords,coords_coords,bbox_coords,status_url,name,location,description,url,protected,followers_count,friends_count,listed_count,statuses_count,favourites_count,account_created_at,verified,profile_url,profile_expanded_url,account_lang,profile_banner_url,profile_background_url,profile_image_url
879521748,1569387100860194821,2022-09-12T18:06:57Z,abdulrtah,"Jokowi Bentuk Tim Khusus Respons Serangan Bjorka
https://t.co/AkVelngIrO",Twitter for Android,NA,NA,NA,NA,FALSE,TRUE,0,0,0,0,NA,NA,cnnindonesia.com/nasional/20220…,https://t.co/AkVelngIrO,https://www.cnnindonesia.com/nasional/20220912162500-32-846753/jokowi-bentuk-tim-khusus-respons-serangan-bjorka?utm_campaign=cnnsocmed&utm_medium=oa&utm_source=twitter,NA,NA,NA,NA,NA,NA,NA,NA,17128975,CNNIndonesia,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1569258695741284356,"Jokowi Bentuk Tim Khusus Respons Serangan Bjorka
https://t.co/AkVelngIrO",2022-09-12T09:36:43Z,Twitter Web App,3357,579,17128975,CNNIndonesia,CNN Indonesia,2924606,19,665901,NA,"News We Can Trust.
redaksi@cnnindonesia.com | marcomm@cnnindonesia.com | Download app: http://cnn.id/iphone & http://cnn.id/android",TRUE,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/abdulrtah/status/1569387100860194821,abdul R 🇮🇩💙🇵🇸,NA,"#yangpentingcash #bukanuangorangtua #dinardirham 

auto follback atau auto block no dm",NA,FALSE,1011,831,0,93680,31375,2012-10-14T07:01:28Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/879521748/1350203903,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/428210906627981313/mYN9NNwR_normal.jpeg
1540272604875194368,1569387110704250880,2022-09-12T18:06:59Z,ocongBoyy,@CarolinSiagian @jokowi mksh ya Carolin,Twitter for Android,15,1569372652636348416,1322749205572538368,CarolinSiagian,FALSE,FALSE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322749205572538368 366987179,CarolinSiagian jokowi,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/ocongBoyy/status/1569387110704250880,ocongBoyy ,NA,"eLLyk Channel http://youtube.com/channel/UCBHro…
#PocongFamily @ocongucinnn",NA,FALSE,703,789,0,5440,8880,2022-06-24T10:00:59Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1540272604875194368/1662966150,,http://pbs.twimg.com/profile_images/1567164193069236225/Km8azh52_normal.jpg
948686374907002885,1569387131348598784,2022-09-12T18:07:04Z,Wardhsyf,Jaman Jokowi ini merupakan puncak kejayaan orang-orang goblok. https://t.co/gHghgeNKVv,Twitter for Android,NA,NA,NA,NA,FALSE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,http://pbs.twimg.com/media/Fcc0IlbacAAS0j9.jpg,https://t.co/gHghgeNKVv,https://twitter.com/UyokBack/status/1569280344343605248/photo/1,photo,http://pbs.twimg.com/media/Fcc0IlbacAAS0j9.jpg http://pbs.twimg.com/media/Fcc0JakagAEU4jU.jpg,https://t.co/gHghgeNKVv https://t.co/gHghgeNKVv,https://twitter.com/UyokBack/status/1569280344343605248/photo/1 https://twitter.com/UyokBack/status/1569280344343605248/photo/1,NA,907897495044317185,UyokBack,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1569280344343605248,Jaman Jokowi ini merupakan puncak kejayaan orang-orang goblok. https://t.co/gHghgeNKVv,2022-09-12T11:02:44Z,Twitter for Android,1785,498,907897495044317185,UyokBack,️️️️ ️️️️️️️️,47000,440,36118,NA,"Bukan Siapa-Siapa | #RevolusiNalar | Ketika Hidup Tanpa Harus Jadi Penjilat | Lereng Gunung Sepi, Berteman Rokok & Secangkir Kopi | Retweet Tidak Berarti Setuju",FALSE,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/Wardhsyf/status/1569387131348598784,rida,NA,NA,NA,FALSE,185,163,0,25405,60295,2018-01-03T22:43:52Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/948686374907002885/1515020902,,http://pbs.twimg.com/profile_images/1329959057768079362/yFM08XGl_normal.jpg
1829746447,1569387148079673345,2022-09-12T18:07:08Z,makiyahfarida,"Menurut Pendapatku ""Jokowi Mundur Atau Turunkan Jokowi"" Adalah Solusi Terbaik Bagi Bangsa Ini, Kalau kalian ga percaya dengan pendapat ku yok mari Kita Buktikan.

Yang Setuju Pendapatku Mari Tunjukkan dengan Retuit Dengan Keras.

🤪😁😂🤣 https://t.co/kxauHAOHlo",Twitter for Android,NA,NA,NA,NA,FALSE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75519742,Nicho_Silalahi,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1569319796780728320,"Menurut Pendapatku ""Jokowi Mundur Atau Turunkan Jokowi"" Adalah Solusi Terbaik Bagi Bangsa Ini, Kalau kalian ga percaya dengan pendapat ku yok mari Kita Buktikan.

Yang Setuju Pendapatku Mari Tunjukkan dengan Retuit Dengan Keras.

🤪😁😂🤣 https://t.co/kxauHAOHlo",2022-09-12T13:39:30Z,Twitter for Android,771,409,75519742,Nicho_Silalahi,Nicho Silalahi ( Aliansi Rakyat Menggugat ),76576,1811,32721,Indonesia,Siapapun yang menerima gaji dan fasilitas dari pajak rakyat maka wajib dikritik bila perlu kita caci maki sebab mereka itu hanyalah para pembantu rakyat.,FALSE,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/makiyahfarida/status/1569387148079673345,faridah,NA,NA,NA,FALSE,60,206,0,2609,13270,2013-09-08T14:13:14Z,FALSE,NA,NA,NA,NA,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1349213575923986432/Xgrq3BE2_normal.jpg
222035446,1569387179889278976,2022-09-12T18:07:16Z,amurka_bali,Harga BBM Naik!,Twitter Web App,NA,NA,NA,NA,TRUE,FALSE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,in,1569258695741284356,"Jokowi Bentuk Tim Khusus Respons Serangan Bjorka
https://t.co/AkVelngIrO",2022-09-12T09:36:43Z,Twitter Web App,3357,579,17128975,CNNIndonesia,CNN Indonesia,2924608,19,665901,NA,"News We Can Trust.
redaksi@cnnindonesia.com | marcomm@cnnindonesia.com | Download app: http://cnn.id/iphone & http://cnn.id/android",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/amurka_bali/status/1569387179889278976,AMURKA,Indonesia,"RAkyat kecil yg Bukan penjilat!!
Menjunjung tinggi nilai - nilai kemanusiaan yg adil dan beradab.",https://cryptotabbrowser.com/23039013,FALSE,1151,1019,0,7163,2725,2010-12-02T08:28:29Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/222035446/1556970705,http://abs.twimg.com/images/themes/theme15/bg.png,http://pbs.twimg.com/profile_images/1139238120660955136/YFYw0XR-_normal.jpg
1398645978496786433,1569387210893565952,2022-09-12T18:07:23Z,godham93740956,@jokowi https://t.co/m9tvLIhdY4,Twitter for Android,23,1569158069749424134,366987179,jokowi,TRUE,FALSE,0,0,0,0,NA,NA,twitter.com/HabibMu5036259…,https://t.co/m9tvLIhdY4,https://twitter.com/HabibMu50362599/status/1569291724064956416?t=bslK1eXPjCuHBczI9diasw&s=19,NA,NA,NA,NA,NA,NA,NA,NA,366987179,jokowi,qme,1569291724064956416,"Isinya Bohong Semua,  1 menit...  management ngibul..?_ https://t.co/GTVXIOabKP",2022-09-12T11:47:57Z,Twitter for Android,229,112,1453550443896795141,HabibMu50362599,Habib Musa,3024,4948,5011,NA,Komposer Guru Tahsinul Qur'an,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/godham93740956/status/1569387210893565952,Pecinta Ulama,NA,NA,NA,FALSE,166,349,0,2909,4235,2021-05-29T14:23:05Z,FALSE,NA,NA,NA,NA,,http://pbs.twimg.com/profile_images/1549714072345513984/4BXq8sV0_normal.jpg
1533132476016492544,1569387213531807744,2022-09-12T18:07:24Z,Sugiyar03185132,Prestasi Mas @jokowi berhasil membuat Indonesia masuk jebakan utang (Debt Trap). Buat bayar cicilan pokok dan bunga saja harus meminjam lagi (Siklus Utang cum Kemiskinan). Itulah kenapa harga BBM harus dinaikkan ! Legacy sampean : “Raja Utang” 🥲,Twitter for Android,NA,NA,NA,NA,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452992293 366987179,RamliRizal jokowi,in,1569115287286591488,"Tahun 2021: Pembayaran pokok utang (Rp558,88 T), bunga utang (Rp343,50 T), dan Penarikan Utang Baru (Rp1.429,42 T). Sejak 2012, seluruh pembayaran pokok dan bunga dibayar utang baru. Sebelumnya, sebagian dengan pendapatan dan sumber nonutang. Tren cenderung meningkat 2015-2021. https://t.co/UrUiSE8Ry1",2022-09-12T00:06:51Z,Twitter Web App,488,258,718375892,AwalilRizky,Awalil Rizky,16179,225,3464,"Jakarta, Indonesia","Seorang pembelajar ekonomi, berupaya memberi informasi dan literasi. https://www.youtube.com/channel/UCLkG59yw0Y1ZwTPafBbAAEQ",FALSE,1569160449819820032,Prestasi Mas @jokowi berhasil membuat Indonesia masuk jebakan utang (Debt Trap). Buat bayar cicilan pokok dan bunga saja harus meminjam lagi (Siklus Utang cum Kemiskinan). Itulah kenapa harga BBM harus dinaikkan ! Legacy sampean : “Raja Utang” 🥲,2022-09-12T03:06:19Z,Twitter for iPhone,1820,741,452992293,RamliRizal,Dr. Rizal Ramli,999016,55,44938,NA,"Yatim Piatu sejak 6 tahun. Sejak muda, berjuang utk keadilan & kemakmuran rakyat, didalam maupun luar sistim. Pro-Growth, Pro-Job & Pro-Poor.",TRUE,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/Sugiyar03185132/status/1569387213531807744,Sugiyarti,NA,NA,NA,FALSE,1,4,0,371,199,2022-06-04T17:05:09Z,FALSE,NA,NA,NA,NA,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
927901456820199424,1569387213737312257,2022-09-12T18:07:24Z,Tweetone7,"Kata BIN hoax, tp kenapa Jokowi bentuk tim khusus respon serangan Bjorka ? 🤣 https://t.co/ZG1B5VE3Qb",Twitter for iPhone,NA,NA,NA,NA,FALSE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,http://pbs.twimg.com/media/FcdGhdAaIAQx-mQ.jpg,https://t.co/ZG1B5VE3Qb,https://twitter.com/hipohan/status/1569300549803347968/photo/1,photo,http://pbs.twimg.com/media/FcdGhdAaIAQx-mQ.jpg http://pbs.twimg.com/media/FcdGh5DaUAAERuK.jpg,https://t.co/ZG1B5VE3Qb https://t.co/ZG1B5VE3Qb,https://twitter.com/hipohan/status/1569300549803347968/photo/1 https://twitter.com/hipohan/status/1569300549803347968/photo/1,NA,227320530,hipohan,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1569300549803347968,"Kata BIN hoax, tp kenapa Jokowi bentuk tim khusus respon serangan Bjorka ? 🤣 https://t.co/ZG1B5VE3Qb",2022-09-12T12:23:01Z,Twitter for Android,418,134,227320530,hipohan,Lukman Simandjuntak,16245,4127,14225,NA,"When exposing a crime is treated as commiting a crime, you are being ruled by criminals (Snowden)",FALSE,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/Tweetone7/status/1569387213737312257,Tweetone,"Kebayoran Lama, Indonesia",Bio Hazard,http://www.webton.com,FALSE,7,134,0,294,8,2017-11-07T14:12:01Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/927901456820199424/1615182753,,http://pbs.twimg.com/profile_images/1368801788028018688/HJUgElWC_normal.jpg
1148331099774304257,1569387224025923585,2022-09-12T18:07:26Z,UjangGarut20,"@privetbro1 Jangan harap akan terjadi dinegeri wakanda +62 terutama direzim pembual besar @jokowi dengan menko @PolhukamRI nya mr mpud @mohmahfudmd apud !!!
#RezimPenipuRakyat",Twitter for Android,128,1569007188483674113,1508855983656751107,privetbro1,FALSE,FALSE,0,0,0,0,NA,NA,twitter.com/i/web/status/1…,https://t.co/S1pnvqYlSE,https://twitter.com/i/web/status/1569387224025923585,NA,NA,NA,NA,NA,NA,NA,NA,1508855983656751107 366987179,privetbro1 jokowi,in,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/UjangGarut20/status/1569387224025923585,Sami'na Wa Atho'na,NKRI,"👉 NU Sejak Dari Kandungan
👉 NU Garis Lurus
⛔ Liberal ⛔ Komunis ⛔ Cebong ⛔ BuzzeRp",NA,FALSE,129,177,3,1249,933,2019-07-08T20:40:43Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/1148331099774304257/1618233457,,http://pbs.twimg.com/profile_images/1392336110991204354/8KRYQgDt_normal.jpg
589815173,1569387301725425664,2022-09-12T18:07:45Z,kulit_kwaci,"The Philippines Way:

2024 Iriana - Jokowi
2029 Iriana - Gibran
2034 Gibran - Kaesang",Twitter for Android,NA,NA,NA,NA,TRUE,TRUE,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62764588,NephiLaxmus,tl,1569182938369241089,"Ganjar-Jokowi?
Anies-Jokowi?
Prabowo-Jokowi?
Puan-Jokowi?",2022-09-12T04:35:41Z,Twitter Web App,88,24,35167068,ainunnajib,Ainun Najib,110859,3955,27264,Singapore,Data & Tech | Cofounded @KawalCOVID19 & @KawalPemilu2019 & @kawalmasadepan | Arek NU asli Gresik | 🇮🇩 @ 🇸🇬 | ga sopan = block,TRUE,1569249220166823936,"The Philippines Way:

2024 Iriana - Jokowi
2029 Iriana - Gibran
2034 Gibran - Kaesang",2022-09-12T08:59:03Z,Twitter Web App,64,29,62764588,NephiLaxmus,NephiLaxmus,26855,1161,62765,Indonesia,Sky Watcher,FALSE,NA,NA,NA,NA,NA,NA,"NA NA","NA NA","NA NA NA NA NA NA NA NA",https://twitter.com/kulit_kwaci/status/1569387301725425664,🥜🥜,uwuwu,• sedang belajar jd orang baik • sibuk ngomongin politik • penikmat kuaci • lg hobi TOLOLin buzzeRp,NA,FALSE,619,159,2,66311,1139,2012-05-25T08:33:06Z,FALSE,NA,NA,NA,https://pbs.twimg.com/profile_banners/589815173/1579926226,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1551919670046777344/Q3LlHfFs_normal.jpg
